sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,state,race,math_score,reading_score,writing_score,attendance_rate,suspensions,expulsions,teacher_support,counseling,social_worker_visits,parental_involvement
F,18,U,LE3,A,0,0,health,other,mother,1,2,4,no,no,yes,yes,no,no,yes,no,2,4,3,4,1,5,84,California,White,100,3,81,76,2,0,no,yes,2,low
M,19,R,LE3,A,0,3,health,services,mother,3,4,3,yes,yes,yes,no,yes,yes,yes,no,2,3,2,1,5,3,22,Texas,Hispanic,51,62,26,94.23,3,0,yes,no,0,low
F,16,U,LE3,A,4,0,at_home,health,father,4,3,2,no,no,yes,no,no,yes,yes,no,3,2,1,4,5,2,55,Texas,Asian,38,22,94,98.25,1,0,no,no,0,low
F,17,R,LE3,T,1,4,other,at_home,mother,4,2,2,no,no,yes,yes,yes,yes,yes,no,1,4,3,1,4,2,64,Texas,Other,75,10,54,98.85,1,1,yes,no,2,medium
F,17,R,LE3,T,1,2,at_home,teacher,father,3,2,1,no,yes,no,yes,yes,yes,yes,yes,5,2,3,3,1,1,51,Texas,African American,13,22,14,96.17,0,1,yes,no,4,high
M,17,U,LE3,A,1,0,teacher,teacher,other,2,4,4,yes,no,yes,no,yes,no,no,no,5,4,3,3,2,2,6,California,White,30,60,32,76.44,2,0,no,no,3,medium
M,15,R,LE3,A,0,4,services,other,other,4,2,1,no,yes,yes,no,yes,yes,no,no,5,3,5,4,2,2,80,California,Asian,72,68,79,89.37,0,1,yes,no,1,high
F,18,R,GT3,A,4,1,health,teacher,other,2,1,4,yes,no,yes,no,yes,yes,no,no,3,5,4,4,3,4,34,California,White,45,51,74,97.68,1,1,yes,no,2,low
M,16,R,GT3,T,4,0,health,health,mother,1,2,4,yes,no,no,no,no,yes,no,yes,3,5,2,5,3,1,15,Florida,White,39,60,1,84.62,0,0,no,no,3,low
M,15,R,GT3,A,1,0,teacher,health,mother,3,3,4,yes,yes,no,yes,yes,no,yes,yes,5,2,4,5,3,4,50,California,African American,58,95,76,94.5,3,0,yes,yes,4,low
F,18,U,GT3,A,2,3,other,health,other,1,3,3,yes,no,no,yes,no,yes,no,yes,2,3,4,5,1,2,66,Florida,White,25,4,66,73.14,2,0,yes,no,0,high
F,18,R,LE3,A,1,4,teacher,health,other,3,1,1,no,no,yes,no,yes,no,yes,no,3,1,4,5,4,5,75,Texas,African American,90,16,83,93.15,0,1,yes,yes,3,low
F,16,U,LE3,T,4,0,teacher,other,father,1,3,3,yes,yes,no,no,no,yes,yes,no,3,1,1,1,5,4,70,Florida,African American,15,86,1,71.94,2,0,no,no,4,medium
F,16,R,GT3,A,0,1,teacher,other,mother,1,3,4,yes,yes,no,no,no,no,no,yes,2,5,5,2,5,3,36,California,Other,1,33,86,86.55,0,0,no,no,3,high
F,16,U,GT3,A,4,3,teacher,services,other,1,3,4,yes,yes,no,no,no,no,no,no,1,3,4,5,2,2,6,Florida,Hispanic,80,93,23,82.85,0,0,yes,no,4,high
F,15,U,LE3,T,1,1,services,services,other,3,1,4,no,no,yes,no,yes,yes,no,yes,1,1,2,1,1,5,11,Texas,Other,92,90,26,75.5,0,0,no,no,1,medium
F,19,R,LE3,T,0,1,health,other,father,4,2,4,yes,yes,yes,no,no,yes,no,no,2,3,4,3,5,3,14,California,White,95,96,21,83.11,1,1,yes,yes,4,medium
F,16,R,LE3,A,2,0,services,other,mother,2,4,4,no,no,yes,yes,no,no,no,no,5,5,1,4,2,4,26,California,Other,62,15,64,91.59,0,1,no,no,3,medium
F,19,U,LE3,T,0,1,other,other,mother,2,1,1,no,no,no,yes,no,yes,no,yes,3,5,5,4,4,2,78,Florida,Asian,24,94,30,92.84,3,1,no,yes,4,medium
F,15,U,GT3,T,1,4,other,at_home,other,4,4,4,yes,yes,no,no,no,yes,no,no,2,1,5,1,4,2,48,California,Other,66,3,12,97.65,1,0,yes,yes,0,high
F,19,U,GT3,T,2,0,services,other,other,4,3,4,yes,yes,no,yes,yes,no,yes,no,4,5,1,3,3,2,62,Florida,Other,40,51,100,90.92,0,1,no,yes,0,medium
F,17,U,GT3,T,1,2,services,at_home,other,4,4,3,no,no,no,yes,yes,no,yes,yes,3,3,4,4,2,4,50,Florida,Other,54,19,20,99.89,1,1,yes,yes,2,medium
F,19,R,GT3,T,1,2,teacher,health,mother,1,1,4,no,yes,yes,yes,yes,no,yes,no,4,1,1,5,2,1,56,California,African American,98,47,52,78.59,2,0,no,yes,0,high
F,16,R,GT3,T,3,2,other,at_home,father,3,3,4,yes,no,yes,no,yes,yes,no,yes,2,5,3,1,4,5,44,Florida,Hispanic,2,95,39,74.64,3,0,no,yes,0,medium
M,15,U,LE3,A,3,4,health,at_home,father,1,4,4,no,no,no,no,yes,no,no,yes,4,4,5,5,3,3,49,Texas,Other,26,97,26,72.92,0,0,yes,yes,4,medium
M,16,U,GT3,T,2,2,services,teacher,other,1,1,4,yes,yes,no,yes,no,no,no,yes,5,4,1,3,4,2,77,Texas,Other,13,50,100,87.54,2,1,yes,yes,3,medium
F,17,R,GT3,A,4,4,other,teacher,father,2,1,1,yes,no,no,no,yes,yes,no,no,1,4,3,4,1,5,75,California,Hispanic,32,44,83,80.39,2,1,yes,yes,2,medium
F,16,U,LE3,A,0,1,services,at_home,mother,2,2,1,no,no,no,yes,yes,yes,yes,no,1,1,5,4,3,3,90,California,Other,84,79,39,76.1,3,0,yes,no,3,high
M,16,R,LE3,A,3,1,teacher,services,mother,2,3,2,yes,no,yes,yes,yes,yes,no,yes,4,3,5,1,5,3,79,California,Hispanic,9,92,99,76.39,3,1,yes,no,1,low
M,16,R,GT3,T,3,2,health,teacher,other,3,3,4,no,yes,no,no,yes,no,no,no,3,4,5,5,4,2,11,California,Other,52,48,44,80.41,3,0,no,yes,0,low
M,18,U,LE3,T,3,4,services,health,father,3,1,4,yes,no,yes,no,no,yes,yes,yes,5,1,4,2,2,5,46,California,Other,80,92,53,90.59,3,1,yes,yes,3,low
M,17,U,LE3,A,1,4,health,services,other,2,2,3,yes,no,no,no,no,yes,yes,no,1,4,1,1,4,4,28,Texas,Asian,70,55,83,88.04,3,0,yes,no,2,low
F,16,U,LE3,T,0,3,services,other,father,4,3,4,no,no,yes,no,yes,yes,no,no,2,1,5,2,4,5,9,California,Asian,90,2,59,93.78,2,0,no,no,1,low
F,16,R,LE3,T,2,2,health,other,other,3,2,1,no,yes,no,no,no,yes,no,yes,3,4,5,3,3,3,1,California,Asian,94,41,63,79.54,0,0,no,no,4,high
M,16,R,LE3,A,1,2,teacher,teacher,mother,3,4,4,no,yes,no,no,yes,yes,yes,yes,5,3,2,3,4,2,78,Texas,African American,39,70,35,91.43,0,0,yes,yes,4,high
M,15,R,GT3,A,4,4,services,other,other,4,2,4,no,yes,no,yes,yes,no,yes,yes,1,1,4,2,3,4,13,California,White,97,41,38,96.1,1,1,no,yes,3,high
F,18,U,LE3,T,4,1,at_home,services,mother,2,3,4,no,yes,no,no,no,yes,no,yes,5,4,3,1,3,4,62,Florida,Asian,23,84,0,95.15,2,0,yes,yes,4,medium
M,15,U,GT3,T,0,0,services,health,father,3,4,2,yes,yes,yes,no,yes,no,yes,yes,1,5,4,1,1,5,40,Florida,White,9,98,47,89.77,3,0,no,no,2,medium
M,18,U,LE3,T,1,1,health,services,other,4,3,4,yes,yes,yes,yes,yes,yes,yes,yes,4,3,1,2,5,1,7,California,Hispanic,48,100,71,95.48,3,0,yes,yes,0,low
F,16,U,GT3,A,4,1,teacher,at_home,other,3,4,1,yes,no,no,yes,yes,yes,yes,no,2,5,2,5,3,4,45,Texas,White,27,28,65,72.65,2,0,yes,no,4,high
F,17,R,GT3,A,0,2,other,services,other,4,3,2,no,yes,no,yes,no,yes,yes,no,1,1,2,2,4,4,36,Florida,Hispanic,32,94,22,84.32,3,1,no,no,3,low
F,19,R,LE3,T,3,2,services,teacher,father,4,4,4,no,yes,no,no,no,no,yes,yes,1,5,1,1,4,5,82,Texas,White,46,16,60,78.42,1,0,no,no,3,medium
M,19,R,GT3,A,3,1,other,services,father,4,4,4,no,no,no,yes,yes,yes,yes,no,2,2,1,5,1,2,65,California,Hispanic,12,84,52,84.67,3,0,no,no,4,high
F,16,R,LE3,T,3,2,health,health,father,2,2,1,no,no,no,no,yes,no,yes,no,1,2,5,4,4,3,36,Texas,Asian,43,27,84,73.8,3,0,no,no,2,medium
M,15,R,GT3,A,0,3,other,health,other,4,3,4,no,no,no,no,yes,yes,yes,yes,4,2,1,3,4,3,2,California,Asian,92,59,34,73.32,1,1,yes,no,3,medium
M,17,U,GT3,A,0,4,services,at_home,other,1,4,4,no,yes,yes,yes,no,no,yes,yes,3,2,3,3,3,1,59,Texas,Asian,26,86,64,73.3,0,0,no,no,3,medium
M,18,R,LE3,A,2,3,other,at_home,mother,2,4,4,no,yes,no,yes,yes,no,no,no,3,4,1,2,1,1,32,Texas,Hispanic,74,94,19,72.75,2,0,yes,yes,3,low
M,16,R,GT3,T,3,4,services,teacher,other,2,2,4,yes,no,no,yes,no,no,no,no,2,1,4,4,4,3,85,Texas,African American,73,91,58,84.63,0,1,no,yes,4,high
F,17,R,LE3,T,1,1,health,at_home,mother,4,2,1,no,no,yes,yes,yes,no,no,yes,2,5,1,5,2,3,64,California,White,28,46,51,73.58,1,0,yes,no,1,medium
M,17,U,LE3,A,3,2,other,teacher,father,2,1,1,yes,no,no,no,no,no,yes,yes,5,2,5,2,3,4,47,Florida,Hispanic,77,10,46,95.18,2,1,yes,no,4,medium
M,18,R,LE3,A,4,4,health,other,other,4,4,2,yes,no,yes,no,yes,no,no,no,5,1,2,4,2,4,18,Florida,Asian,84,64,48,78.6,1,0,yes,no,0,low
F,17,U,GT3,A,2,4,services,health,mother,3,2,4,no,no,yes,no,no,yes,yes,yes,5,2,1,1,3,2,41,Texas,White,39,59,1,98.74,3,0,yes,no,3,high
F,15,R,LE3,A,0,0,health,at_home,other,1,4,2,no,no,no,yes,yes,no,no,no,1,5,2,1,2,2,81,Texas,Asian,88,87,15,87.02,0,1,yes,no,1,medium
F,15,U,LE3,T,2,4,health,health,mother,1,3,2,yes,yes,yes,yes,yes,yes,no,yes,3,2,5,1,5,1,34,Texas,African American,6,60,23,89,3,0,no,no,3,low
M,15,U,GT3,A,4,2,teacher,teacher,other,3,1,4,yes,no,no,no,yes,yes,yes,no,2,4,1,3,2,1,59,Florida,Other,78,76,95,88.68,3,1,yes,yes,4,low
F,17,R,GT3,T,3,2,other,at_home,father,4,4,2,yes,yes,no,no,no,no,no,yes,3,4,4,4,1,1,4,California,Asian,71,42,92,80,1,0,no,no,3,high
M,15,R,GT3,A,0,2,other,at_home,other,1,2,4,no,no,yes,yes,no,no,yes,no,2,2,5,4,1,3,0,Texas,Other,100,38,4,96.09,1,0,yes,no,1,medium
F,18,U,LE3,A,0,3,teacher,other,mother,2,1,4,no,no,yes,yes,no,no,no,no,5,2,4,5,5,2,54,Texas,African American,85,90,11,99.78,0,1,yes,no,2,medium
M,17,U,GT3,T,3,2,health,services,father,4,3,3,no,yes,yes,yes,no,yes,yes,yes,3,2,4,1,4,3,46,Texas,Other,76,0,66,74.85,3,0,yes,yes,2,medium
M,19,U,LE3,A,2,0,health,other,father,3,1,1,no,yes,no,no,no,no,yes,yes,1,4,1,3,2,2,15,Florida,Asian,38,8,65,84.76,3,1,no,yes,0,low
F,17,R,LE3,A,4,3,teacher,at_home,father,2,2,3,yes,no,no,no,no,no,no,yes,1,2,5,5,1,2,67,Texas,African American,24,84,37,85.1,0,0,yes,no,1,high
F,18,R,LE3,T,1,2,services,teacher,father,2,4,2,yes,yes,yes,no,no,no,yes,yes,3,4,2,1,2,1,5,Florida,White,27,73,59,93.47,1,1,no,yes,2,medium
F,19,U,GT3,A,0,2,other,teacher,mother,1,4,3,yes,no,no,no,no,yes,no,yes,4,4,4,2,1,2,68,Texas,Other,50,8,94,82.91,0,1,yes,yes,1,high
F,17,R,LE3,A,1,4,health,services,father,1,1,2,no,yes,yes,no,no,no,no,no,3,4,2,4,1,5,34,California,Other,79,2,69,90.32,0,0,yes,yes,4,medium
M,15,U,LE3,T,4,3,teacher,services,father,4,1,2,yes,no,yes,yes,no,no,no,no,4,1,1,5,2,1,25,California,Hispanic,70,28,92,80.76,2,1,yes,yes,3,medium
M,16,R,LE3,T,1,1,teacher,health,other,1,3,4,yes,no,yes,no,no,no,yes,no,2,2,3,1,4,1,8,California,Asian,48,85,83,71.86,2,0,yes,yes,1,high
F,16,U,LE3,T,2,2,services,teacher,other,4,4,1,yes,yes,no,no,yes,no,yes,no,5,4,3,3,2,2,48,Florida,Asian,56,41,67,83.79,2,0,yes,yes,3,medium
M,15,R,GT3,A,2,1,services,teacher,mother,1,3,4,yes,no,yes,no,yes,no,yes,yes,3,1,5,2,2,4,68,Florida,Other,69,42,92,92.64,3,0,no,no,4,high
F,16,U,GT3,A,4,1,at_home,services,other,1,2,4,yes,no,no,no,no,yes,no,no,5,5,5,1,5,1,29,Florida,Other,14,93,73,89.42,3,0,no,no,0,low
F,16,U,LE3,A,0,2,health,health,father,3,2,4,no,yes,yes,yes,no,yes,no,no,4,3,2,4,5,3,31,Texas,Other,98,23,51,85.79,2,1,yes,no,4,medium
M,15,R,GT3,T,2,4,teacher,health,father,4,4,2,yes,no,no,no,no,no,no,no,5,3,3,2,5,1,83,Florida,Asian,1,2,61,97.41,1,0,yes,yes,3,medium
M,15,U,LE3,T,3,1,other,services,other,2,1,3,no,yes,no,no,no,no,no,no,1,4,1,2,5,1,49,California,Hispanic,11,7,34,84.45,0,1,no,no,4,low
F,17,R,LE3,A,0,2,teacher,teacher,other,4,3,2,yes,yes,no,yes,no,yes,yes,no,2,3,4,2,1,3,11,California,Other,77,44,26,80.87,3,0,yes,no,0,medium
F,17,R,GT3,A,0,3,services,services,father,2,4,4,yes,no,yes,no,yes,no,no,yes,5,5,3,4,5,3,66,California,Asian,52,25,0,81.89,2,1,yes,no,3,low
F,15,U,LE3,T,1,4,teacher,at_home,mother,3,4,1,no,no,yes,yes,yes,no,yes,no,3,3,2,4,5,4,24,Texas,Asian,59,98,40,91.71,2,1,yes,yes,0,medium
F,18,R,GT3,A,1,0,services,services,father,4,1,1,no,no,no,yes,no,yes,no,no,3,1,2,1,5,5,37,Texas,Hispanic,65,50,24,79.87,2,1,yes,no,0,high
M,16,R,GT3,A,2,1,at_home,teacher,mother,2,4,3,no,yes,yes,no,yes,no,yes,yes,3,4,4,4,2,5,80,Texas,Hispanic,42,94,22,89.21,0,1,no,yes,1,low
M,17,R,GT3,T,1,2,teacher,other,other,4,3,4,no,yes,yes,no,no,no,no,no,1,5,4,5,5,1,48,California,Hispanic,33,54,49,81.57,1,0,no,yes,4,high
M,16,U,GT3,T,3,1,teacher,other,other,1,2,4,yes,yes,no,no,yes,no,no,yes,5,4,5,4,5,5,21,Florida,White,27,32,19,87.27,3,1,no,yes,1,medium
F,19,U,GT3,T,2,1,teacher,teacher,other,2,3,2,yes,no,no,no,yes,no,yes,no,1,4,5,5,1,4,66,Florida,White,4,34,10,76.89,0,0,no,yes,3,low
M,15,U,LE3,A,1,2,teacher,health,father,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,1,23,California,Other,34,79,88,75.96,1,1,yes,no,2,medium
M,18,R,GT3,T,3,3,health,services,father,3,2,4,no,no,no,no,no,yes,yes,yes,5,4,4,2,5,3,83,Florida,Asian,15,10,70,86.21,0,0,no,no,3,medium
F,19,R,LE3,A,1,4,services,teacher,other,4,1,4,yes,yes,no,no,yes,yes,no,no,2,2,2,5,5,3,61,Texas,Hispanic,37,48,3,78.04,2,0,yes,yes,1,high
F,19,R,GT3,A,3,3,services,teacher,other,2,1,1,yes,yes,no,no,no,no,no,no,3,2,5,1,3,1,14,Texas,White,98,78,56,72.94,0,1,no,yes,4,medium
F,19,U,LE3,A,3,0,at_home,at_home,father,3,2,1,yes,yes,yes,no,no,no,no,no,2,5,2,5,3,3,40,Florida,Other,45,24,5,77.92,1,1,yes,no,2,high
F,15,U,LE3,A,0,1,health,at_home,father,3,1,4,no,no,yes,yes,no,yes,yes,no,4,1,4,4,3,1,5,Texas,Asian,43,77,12,81.85,1,1,yes,no,3,medium
F,17,U,GT3,T,3,1,services,health,mother,4,3,4,no,yes,no,no,no,yes,no,yes,3,3,5,3,5,2,49,Texas,Hispanic,43,72,97,79.56,1,0,no,no,0,low
F,15,R,LE3,A,3,1,services,health,other,4,3,1,no,yes,yes,yes,yes,yes,no,no,5,5,5,1,2,5,41,Texas,White,4,9,19,88.24,0,1,yes,yes,1,low
M,17,R,GT3,A,1,4,teacher,health,other,2,2,1,yes,no,no,yes,no,yes,yes,no,2,1,1,2,5,5,65,Texas,White,45,86,61,80.73,3,0,yes,no,4,medium
F,19,U,GT3,T,3,4,teacher,other,father,4,4,4,no,yes,no,no,no,no,yes,yes,1,5,3,5,2,2,77,Texas,Asian,45,44,33,75.75,3,1,yes,yes,2,low
F,19,R,LE3,T,1,4,teacher,teacher,father,4,4,4,yes,yes,yes,no,no,yes,yes,yes,5,1,2,3,5,3,59,Texas,White,76,5,76,97.31,1,1,no,no,1,low
F,18,R,GT3,A,4,4,teacher,other,mother,4,4,2,no,yes,yes,no,no,no,no,yes,5,3,3,5,5,4,81,Texas,Asian,64,27,5,87.35,0,0,no,no,4,low
F,17,R,GT3,A,2,0,services,services,mother,1,2,4,yes,no,no,yes,no,yes,no,yes,5,5,1,5,4,2,8,Florida,Hispanic,28,12,72,76.85,1,0,no,no,1,low
F,19,U,GT3,A,1,0,at_home,teacher,mother,2,4,4,yes,no,no,no,no,no,yes,yes,3,2,1,5,4,3,56,California,Asian,1,76,93,79.95,1,0,yes,no,3,high
M,16,U,GT3,A,4,3,health,at_home,father,2,4,2,no,no,no,no,yes,yes,no,no,3,1,5,2,4,3,39,Texas,Hispanic,62,63,61,87.09,3,1,no,yes,3,high
M,18,R,GT3,A,4,0,teacher,health,other,4,2,2,yes,no,no,yes,no,no,no,yes,5,5,2,2,5,3,82,Florida,African American,80,29,26,73.87,1,0,no,no,0,low
F,15,R,GT3,T,4,3,health,teacher,other,2,2,4,yes,no,yes,no,no,no,no,yes,1,3,2,4,1,4,27,Florida,White,35,4,8,81.53,0,1,no,no,2,low
F,18,R,LE3,A,3,0,health,health,mother,3,3,2,yes,yes,yes,no,no,yes,yes,yes,4,5,5,2,5,5,76,Florida,African American,37,70,73,75.59,1,1,yes,yes,1,low
F,16,U,LE3,T,0,4,other,at_home,mother,1,1,2,no,no,yes,no,no,yes,no,yes,1,3,5,5,5,2,88,Texas,Asian,87,54,37,80.94,3,1,yes,yes,0,low
M,17,R,GT3,T,4,2,services,teacher,other,2,3,1,no,no,yes,no,yes,yes,no,no,1,1,1,4,5,2,9,Texas,Hispanic,17,89,0,83.07,2,1,no,no,2,medium
F,15,R,LE3,T,4,3,teacher,health,other,4,3,4,yes,yes,yes,no,yes,yes,no,yes,3,5,4,3,5,3,30,California,White,7,86,2,86.5,1,1,yes,no,3,high
F,15,R,LE3,T,1,4,health,at_home,father,2,2,1,no,no,no,no,yes,no,yes,yes,4,3,2,5,3,1,4,California,Other,27,51,33,70.68,1,1,yes,no,1,high
M,17,R,GT3,A,3,4,services,at_home,mother,1,1,1,yes,yes,yes,yes,no,yes,no,no,3,5,1,5,5,5,77,California,White,3,27,54,90.79,0,0,yes,yes,3,medium
M,18,R,GT3,T,1,0,at_home,health,other,2,2,4,no,yes,yes,yes,yes,yes,no,yes,4,4,4,5,4,4,72,Florida,Other,37,23,35,97.36,1,0,yes,no,3,high
M,19,U,LE3,A,0,2,services,at_home,father,4,1,4,yes,yes,no,no,yes,no,yes,yes,4,3,1,4,5,3,71,California,White,81,96,32,79.06,3,0,yes,no,4,low
F,18,R,LE3,A,1,2,services,teacher,mother,1,2,3,yes,no,yes,no,no,no,no,no,1,2,3,2,2,1,70,Florida,Hispanic,63,76,43,73.11,0,1,no,no,2,low
F,16,R,LE3,T,3,0,at_home,services,mother,1,4,4,no,yes,no,yes,yes,no,yes,no,5,5,3,2,3,1,20,Florida,Asian,71,48,47,97.06,2,0,no,no,4,medium
F,19,R,GT3,A,4,1,services,health,other,2,4,4,yes,no,no,no,yes,yes,no,no,4,4,3,5,5,5,52,Texas,Hispanic,57,97,44,82.8,2,0,yes,no,2,high
M,18,U,GT3,A,2,4,health,health,mother,3,1,3,yes,no,yes,no,no,no,yes,yes,1,2,1,2,3,4,1,Texas,White,62,76,66,90.64,3,1,no,yes,1,high
M,17,R,GT3,A,0,4,teacher,services,father,4,4,2,no,no,yes,yes,yes,no,no,yes,5,2,3,1,4,4,49,California,Other,19,94,51,88.41,3,0,yes,no,0,medium
F,16,U,GT3,T,1,2,health,at_home,father,4,4,3,no,yes,yes,no,yes,no,yes,no,5,5,5,4,3,5,0,Texas,Hispanic,59,92,30,95.66,0,0,no,no,3,low
M,16,R,GT3,A,2,2,other,teacher,mother,1,2,4,no,yes,yes,yes,yes,yes,no,no,5,3,2,1,3,2,93,Texas,Hispanic,34,94,5,84.62,1,1,no,yes,4,high
F,16,U,LE3,T,4,4,other,health,father,4,3,1,no,yes,no,no,yes,yes,yes,yes,1,4,5,5,5,3,44,Florida,Other,80,47,15,91.06,0,1,yes,no,3,low
F,19,U,GT3,A,2,2,health,health,other,3,4,2,yes,yes,no,yes,no,no,yes,yes,3,2,2,5,5,2,31,Texas,African American,36,30,42,71.41,2,0,yes,no,2,low
M,15,R,LE3,A,4,4,teacher,at_home,mother,3,2,4,yes,no,no,yes,yes,yes,no,yes,4,5,5,4,3,1,61,Florida,White,74,23,76,70.3,1,1,no,yes,3,medium
F,19,R,GT3,T,1,4,health,other,father,1,1,4,yes,yes,yes,no,no,no,yes,no,4,1,5,4,5,1,67,Florida,Hispanic,62,93,96,93.34,0,0,yes,yes,0,medium
M,18,U,GT3,T,1,1,services,at_home,father,2,4,1,yes,no,yes,yes,no,yes,yes,no,3,5,4,4,1,4,35,Texas,Hispanic,34,70,64,93.09,0,1,no,no,1,low
F,15,U,GT3,T,4,0,other,teacher,other,2,3,1,yes,no,yes,no,yes,yes,no,yes,3,4,4,1,1,2,17,California,White,51,19,45,74.58,3,1,yes,no,4,low
F,18,U,LE3,A,1,4,other,health,mother,1,3,2,yes,no,yes,yes,yes,yes,no,no,4,5,3,5,5,5,10,Texas,Other,17,1,59,88.52,1,1,yes,no,3,high
M,15,U,LE3,A,1,2,services,other,mother,3,2,4,yes,no,no,yes,no,yes,yes,no,2,4,5,2,4,1,76,Texas,White,56,81,53,80.04,1,0,yes,no,0,low
M,19,R,LE3,T,2,0,services,services,other,1,3,2,yes,yes,no,yes,no,yes,yes,yes,4,4,3,5,5,3,74,Florida,Asian,19,75,8,75.89,0,1,no,yes,0,low
M,16,U,GT3,T,4,0,teacher,at_home,father,4,1,1,yes,yes,yes,yes,yes,yes,no,yes,2,2,3,1,4,2,10,Texas,Asian,58,57,85,98.15,3,1,yes,yes,1,low
F,17,R,LE3,T,2,3,at_home,other,father,3,1,1,no,no,no,no,yes,no,yes,no,4,3,3,4,1,4,54,California,Hispanic,67,53,49,98.02,1,0,yes,yes,2,high
F,16,U,LE3,T,4,4,health,health,other,1,1,1,no,yes,no,no,no,yes,no,yes,3,4,2,1,3,2,58,California,Asian,25,84,97,90.25,0,1,yes,yes,2,low
M,19,U,LE3,T,1,3,teacher,services,father,1,4,4,yes,no,no,yes,yes,no,yes,yes,5,1,5,3,2,3,89,Florida,White,12,38,33,99.83,0,1,no,yes,2,low
F,15,R,LE3,A,4,4,at_home,other,father,2,1,1,no,no,yes,no,yes,no,no,no,4,3,2,1,2,1,62,Florida,Hispanic,20,18,52,75.31,3,0,yes,no,1,medium
M,16,U,GT3,T,1,3,other,at_home,other,2,4,4,no,yes,yes,no,yes,no,no,no,4,3,4,4,1,5,14,California,Asian,87,69,64,94.85,0,1,yes,yes,0,high
M,19,U,GT3,T,2,0,other,health,father,2,3,1,yes,no,yes,yes,yes,no,yes,yes,5,5,2,1,1,3,76,California,Other,94,72,36,86.83,1,1,no,yes,0,low
F,18,R,GT3,T,0,3,at_home,health,father,3,3,4,no,yes,yes,yes,yes,yes,yes,yes,2,5,3,5,5,2,10,Texas,Asian,99,3,22,75.45,2,0,yes,no,1,low
M,17,R,GT3,T,1,2,teacher,services,other,3,4,4,yes,yes,yes,no,no,yes,no,yes,4,1,4,2,3,4,57,Texas,Other,54,19,17,88.74,1,1,yes,no,1,high
M,16,R,GT3,T,1,4,other,other,other,4,2,3,yes,no,yes,no,yes,no,yes,no,2,3,5,4,1,5,65,California,Asian,41,2,11,99.76,0,1,no,no,4,high
F,15,U,GT3,T,4,0,services,teacher,mother,2,2,1,no,no,yes,no,yes,no,yes,no,1,5,2,5,5,5,74,California,Other,82,72,4,76.67,1,0,no,yes,4,medium
F,18,U,LE3,T,3,3,services,at_home,other,1,2,4,yes,yes,yes,yes,no,no,yes,no,5,4,2,5,1,4,40,Texas,White,96,90,19,84.04,2,0,yes,yes,3,low
F,19,U,GT3,T,4,2,at_home,other,other,2,1,4,yes,yes,no,no,yes,yes,yes,yes,5,5,5,5,1,3,14,Texas,White,98,61,82,72.95,2,0,no,no,4,medium
F,17,U,LE3,T,1,3,health,at_home,mother,1,4,4,no,no,no,no,no,yes,no,yes,1,3,1,2,4,3,55,Florida,African American,22,68,54,77.9,0,0,no,no,1,medium
F,15,U,LE3,A,0,0,teacher,services,other,1,2,3,no,no,no,yes,no,no,yes,yes,3,2,5,5,4,2,50,Texas,White,69,67,65,78.88,1,1,yes,no,1,low
M,19,R,LE3,T,2,3,teacher,at_home,father,4,3,2,yes,yes,no,no,no,no,yes,no,3,2,1,1,4,4,49,Texas,Asian,43,18,3,87.21,3,0,yes,yes,1,medium
M,19,R,GT3,A,2,3,services,health,mother,3,3,1,no,yes,yes,no,yes,yes,no,yes,1,5,5,5,2,2,18,Texas,Hispanic,25,100,26,72,2,1,no,yes,0,medium
F,16,U,LE3,T,0,1,health,at_home,father,4,1,1,yes,no,no,yes,yes,no,yes,no,5,1,3,5,3,4,43,Florida,Other,64,15,71,96.52,0,1,yes,no,1,high
F,16,R,LE3,A,2,4,health,other,father,2,1,4,yes,no,yes,yes,yes,yes,no,yes,5,5,2,4,3,4,75,Texas,White,75,21,33,98.8,2,1,no,no,0,high
M,15,U,GT3,T,1,3,at_home,health,other,4,1,4,yes,yes,no,no,no,yes,yes,yes,5,1,3,4,3,2,86,Texas,Hispanic,50,79,70,90.41,2,1,no,no,0,low
F,19,R,GT3,T,1,0,at_home,teacher,father,3,2,3,yes,no,yes,no,no,no,no,no,1,5,5,2,1,2,20,Florida,Other,73,20,28,90.1,0,1,yes,yes,0,low
M,16,R,LE3,A,1,3,services,health,other,4,2,4,no,no,yes,yes,yes,yes,yes,no,1,1,1,4,3,1,27,Texas,Other,89,55,39,79.01,1,0,no,no,4,low
F,17,U,GT3,A,4,1,at_home,health,other,4,3,3,yes,yes,no,yes,no,yes,no,no,4,1,1,2,4,2,10,California,Other,26,59,81,96.79,3,1,yes,no,2,medium
M,17,U,LE3,T,3,2,teacher,at_home,father,4,2,1,no,no,yes,yes,yes,yes,no,no,1,2,4,5,4,3,11,Florida,White,36,33,54,94.61,0,0,yes,yes,1,medium
F,19,U,LE3,A,0,4,services,teacher,other,1,1,1,yes,yes,yes,yes,no,yes,yes,yes,1,1,2,3,3,4,66,California,Other,39,68,57,73.55,1,0,yes,no,0,medium
M,16,R,GT3,T,4,2,at_home,health,father,3,2,4,no,no,yes,no,no,yes,no,yes,5,2,3,5,4,5,32,California,African American,26,79,40,91.5,3,0,yes,yes,1,high
